versao,validacao_mse,validacao_rmse,validacao_mape,validacao_r2,validacao_directional_accuracy,teste_mse,teste_rmse,teste_mape,teste_r2,teste_directional_accuracy
BBAS3_v1_metrics,0.34478802220219895,0.587186531012249,1.8909425955850534,0.5850555953895507,0.7992831541218638,2.119694785081781,1.4559171628502017,5.511260871032676,0.792384120525873,0.9516129032258065
BBAS3_v2_metrics,0.817830260866972,0.9043396822361451,2.6841511160719826,0.01576020970693126,0.5663082437275986,4.401816555799392,2.09805065615666,7.4513189458233,0.5688591480490887,0.9408602150537635
BBAS3_v3_metrics,0.6186423370072552,0.7865381980598624,2.653076624536348,0.7064660834086656,0.8137254901960784,1.5721229059005617,1.2538432541193343,4.795326577350262,0.7774002815559309,0.9562043795620438
BBAS3_v4_metrics,0.8077185893420787,0.898731655914088,2.8973162819457023,0.6167531269424422,0.9215686274509803,1.5079800867687458,1.227998406663765,4.323520473827391,0.7864823865254433,0.927007299270073
PETR4_v1_metrics,8.659147081519832,2.9426428735950667,8.497226207567387,-1.6469145032561285,0.4874551971326165,8.211705773229339,2.865607400400365,8.226216427726742,-1.8428983354441053,0.5483870967741935
VALE3_v1_metrics,1.5552193160247303,1.2470843259478206,1.847245538739263,0.8366608318342538,0.8566308243727598,1.5016535959386585,1.2254197631581836,1.9410741383599415,0.8382671676185955,0.8440860215053764
