ticker,execution_timestamp,age_hours
PETR4,2026-01-06 22:00:15.066757,16.49196976388889
VALE3,2026-01-06 22:00:15.192216,16.491934914166666
BBAS3,2026-01-06 22:00:15.322302,16.491898779166668
