versao,mae_validacao,mae_teste
BBAS3_v1_metrics,0.4681309123980362,1.297518005637859
BBAS3_v2_metrics,0.677483182750934,1.8108155916133295
BBAS3_v3_metrics,0.6706438563828001,1.079411940625656
BBAS3_v4_metrics,0.7458171290631026,0.994569371300946
PETR4_v1_metrics,2.6492063199246645,2.5480898087208748
VALE3_v1_metrics,0.9686308771896753,0.987050876062196
